DEBUG 2018-06-09 00:31:44,734 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
INFO  2018-06-09 00:32:00,914 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/js/views/home/index.js  
INFO  2018-06-09 00:32:00,938 [22   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/famfamfam-flags/dist/sprite/famfamfam-flags.png'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\famfamfam-flags\dist\sprite\famfamfam-flags.png'
INFO  2018-06-09 00:32:00,942 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/js/views/home/index.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\js\views\home\index.js'
INFO  2018-06-09 00:32:00,956 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 64.0072ms 200 application/javascript
INFO  2018-06-09 00:32:00,992 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 126.4717ms 200 image/png
INFO  2018-06-09 00:32:01,133 [24   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments () - ModelState is Valid
INFO  2018-06-09 00:32:01,222 [11   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - ModelState is Valid
INFO  2018-06-09 00:32:01,313 [11   ] tCore.Mvc.Internal.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2018-06-09 00:32:01,319 [11   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 207.0634ms
INFO  2018-06-09 00:32:01,324 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 536.0243ms 200 application/x-javascript
INFO  2018-06-09 00:32:01,360 [24   ] tCore.Mvc.Internal.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2018-06-09 00:32:01,365 [24   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 323.6798ms
INFO  2018-06-09 00:32:01,370 [24   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 611.3762ms 200 application/x-javascript; charset=utf-8
INFO  2018-06-09 00:32:01,387 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/favicon.ico  
INFO  2018-06-09 00:32:01,400 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 12.0633ms 404 
INFO  2018-06-09 00:32:10,447 [18   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/Home/About  
INFO  2018-06-09 00:32:10,454 [18   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method WebFrontend.Web.Controllers.HomeController.About (WebFrontend.Web) with arguments ((null)) - ModelState is Valid
INFO  2018-06-09 00:32:10,455 [18   ] Abp.Auditing.SimpleLogAuditingStore      - AUDIT LOG: WebFrontend.Web.Controllers.HomeController.About is executed by an anonymous user in 4 ms from ::1 IP address with succeed.
INFO  2018-06-09 00:32:10,626 [18   ] ViewFeatures.Internal.ViewResultExecutor - Executing ViewResult, running view at path /Views/Home/About.cshtml.
INFO  2018-06-09 00:32:10,664 [18   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action WebFrontend.Web.Controllers.HomeController.About (WebFrontend.Web) in 209.7269ms
INFO  2018-06-09 00:32:10,669 [18   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 220.9803ms 200 text/html; charset=utf-8
INFO  2018-06-09 00:32:10,692 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/toastr/toastr.css  
INFO  2018-06-09 00:32:10,725 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/bootstrap-paper/bootstrap.css  
INFO  2018-06-09 00:32:10,729 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/famfamfam-flags/dist/sprite/famfamfam-flags.css  
INFO  2018-06-09 00:32:10,734 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/font-awesome/css/font-awesome.css  
INFO  2018-06-09 00:32:10,737 [21   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/sweetalert/dist/sweetalert.css  
INFO  2018-06-09 00:32:10,762 [18   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/css/main.css  
INFO  2018-06-09 00:32:10,786 [20   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/famfamfam-flags/dist/sprite/famfamfam-flags.css was not modified
INFO  2018-06-09 00:32:10,811 [22   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/font-awesome/css/font-awesome.css was not modified
INFO  2018-06-09 00:32:10,816 [18   ] NetCore.StaticFiles.StaticFileMiddleware - The file /css/main.css was not modified
INFO  2018-06-09 00:32:10,829 [21   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/sweetalert/dist/sweetalert.css was not modified
INFO  2018-06-09 00:32:10,842 [11   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/bootstrap-paper/bootstrap.css was not modified
INFO  2018-06-09 00:32:10,846 [12   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/toastr/toastr.css was not modified
INFO  2018-06-09 00:32:10,859 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 151.4139ms 304 text/css
INFO  2018-06-09 00:32:10,875 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 165.4316ms 304 text/css
INFO  2018-06-09 00:32:10,882 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 116.7661ms 304 text/css
INFO  2018-06-09 00:32:10,909 [18   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 121.1998ms 304 text/css
INFO  2018-06-09 00:32:10,917 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 121.2463ms 304 text/css
INFO  2018-06-09 00:32:10,940 [21   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 135.4673ms 304 text/css
INFO  2018-06-09 00:32:11,069 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/blockUI/jquery.blockUI.js  
INFO  2018-06-09 00:32:11,074 [21   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/moment/min/moment-with-locales.js  
INFO  2018-06-09 00:32:11,082 [12   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/blockUI/jquery.blockUI.js was not modified
INFO  2018-06-09 00:32:11,093 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/jquery-validation/dist/jquery.validate.js  
